COD_TRANSACAO,NUM_CONTA,DATA_TRANSACAO,NOME_TRANSACAO,VALOR_TRANSACAO
777,777,2018-09-18 00:20:23.285,Depósito em espécie,31.099999999999998
778,778,2016-04-22 00:30:46.798,Depósito em espécie,59.000000000000000
779,779,2021-04-05 00:21:57.777,Depósito em espécie,229.300000000000000
780,780,2018-02-17 03:08:36.410,Depósito em espécie,303.400000000000000
781,781,2017-06-27 12:57:29.656,Depósito em espécie,53.200000000000000
782,782,2016-03-14 14:57:45.259,TED - Recebido,577.000000000000000
783,783,2017-03-05 11:53:55.830,Depósito em espécie,157.500000000000000
784,784,2014-03-13 01:44:43.031,Depósito em espécie,129.400000000000000
785,785,2022-06-28 18:37:40.302,TED - Recebido,1642.000000000000200
786,786,2017-11-15 12:22:40.328,Depósito em espécie,144.500000000000000
787,787,2019-12-09 09:32:35.231,Depósito em espécie,103.699999999999990
788,788,2012-09-17 03:40:45.089,TED - Recebido,617.000000000000000
789,789,2016-11-18 07:52:23.495,Depósito em espécie,139.100000000000000
790,790,2021-08-13 17:42:29.444,Depósito em espécie,36.900000000000000
791,791,2022-08-17 14:57:27.345,Depósito em espécie,68.500000000000000
792,792,2018-01-06 04:18:40.615,Depósito em espécie,209.200000000000020
793,793,2022-12-28 15:35:09.616,Depósito em espécie,121.700000000000000
794,794,2018-11-20 19:14:05.982,Depósito em espécie,804.200000000000000
795,795,2019-11-14 08:55:06.705,Depósito em espécie,660.800000000000000
796,796,2022-05-16 07:21:16.895,Depósito em espécie,438.200000000000000
797,797,2017-07-28 00:02:47.302,TED - Recebido,2109.000000000000000
798,798,2018-11-30 13:14:38.496,Depósito em espécie,114.000000000000000
799,799,2011-11-18 12:11:46.548,Depósito em espécie,45.599999999999994
800,800,2021-10-20 21:56:09.926,Depósito em espécie,76.700000000000000
801,801,2019-11-29 22:49:40.439,Depósito em espécie,100.100000000000000
802,802,2022-02-12 12:05:03.723,Depósito em espécie,359.400000000000000
803,803,2021-02-14 10:02:52.835,TED - Recebido,5117.000000000000000
804,804,2022-01-05 22:36:57.331,TED - Recebido,1506.000000000000000
805,805,2019-10-23 03:38:34.454,Depósito em espécie,127.800000000000000
806,806,2014-11-22 00:03:43.545,Depósito em espécie,208.000000000000000
807,807,2017-10-07 18:09:35.838,Depósito em espécie,316.200000000000000
808,808,2013-08-09 08:07:15.102,Depósito em espécie,88.500000000000000
809,809,2021-09-09 06:22:14.508,TED - Recebido,2225.000000000000000
810,810,2014-10-21 07:48:15.258,Depósito em espécie,825.300000000000000
811,811,2020-07-16 18:29:02.064,Depósito em espécie,54.200000000000000
812,812,2021-11-18 09:39:36.205,Depósito em espécie,414.799999999999950
813,813,2015-01-17 11:38:08.752,Depósito em espécie,79.400000000000000
814,814,2022-12-18 09:43:14.104,Depósito em espécie,181.500000000000000
815,815,2013-07-12 20:53:29.896,Depósito em espécie,1554.800000000000000
816,816,2013-03-23 01:44:49.159,Depósito em espécie,26.900000000000000
817,817,2017-11-06 20:57:18.749,Depósito em espécie,75.900000000000000
818,818,2016-02-08 09:55:02.804,Depósito em espécie,68.899999999999990
819,819,2022-05-31 19:01:40.209,Depósito em espécie,107.500000000000000
820,820,2017-02-08 02:22:32.892,Depósito em espécie,587.300000000000000
821,821,2022-06-19 12:21:07.108,Depósito em espécie,101.800000000000000
822,822,2021-09-11 07:48:01.629,Depósito em espécie,215.399999999999980
823,823,2020-11-21 17:58:05.525,Depósito em espécie,103.300000000000000
824,824,2019-10-16 23:52:14.547,TED - Recebido,6483.000000000000000
825,825,2014-01-04 00:16:03.918,Depósito em espécie,241.200000000000020
826,826,2017-08-03 09:59:04.002,Depósito em espécie,1465.900000000000000
827,827,2018-10-20 14:32:44.956,Depósito em espécie,103.800000000000010
828,828,2013-01-08 08:40:50.379,Depósito em espécie,356.400000000000000
829,829,2019-12-21 07:36:09.497,TED - Recebido,1998.999999999999800
830,830,2015-03-22 18:48:32.186,Depósito em espécie,132.600000000000000
831,831,2021-01-20 06:54:17.913,TED - Recebido,2877.000000000000000
832,832,2017-01-13 16:30:23.500,Depósito em espécie,394.799999999999950
833,833,2022-06-08 02:07:10.935,Depósito em espécie,1157.399999999999900
834,834,2015-07-14 05:59:53.719,Depósito em espécie,213.400000000000000
835,835,2022-07-10 03:30:26.229,TED - Recebido,838.000000000000100
836,836,2020-04-07 12:54:05.103,Depósito em espécie,217.500000000000000
837,837,2020-06-20 14:48:19.513,TED - Recebido,1801.000000000000200
838,838,2017-01-09 12:27:25.312,TED - Recebido,1663.000000000000000
839,839,2022-09-06 16:38:00.126,Depósito em espécie,319.900000000000000
840,840,2022-12-08 08:47:41.011,Depósito em espécie,169.500000000000000
841,841,2014-07-13 15:27:18.081,Depósito em espécie,49.800000000000004
842,842,2019-06-19 07:15:37.063,Depósito em espécie,364.000000000000000
843,843,2019-03-20 08:55:10.639,Depósito em espécie,159.000000000000000
844,844,2017-05-13 05:37:48.440,Depósito em espécie,92.400000000000000
845,845,2013-03-26 05:51:49.375,TED - Recebido,525.000000000000000
846,846,2021-10-19 02:12:06.158,TED - Recebido,4726.000000000000000
847,847,2018-09-30 17:47:22.274,TED - Recebido,1889.000000000000000
848,848,2019-07-03 11:18:44.794,Depósito em espécie,79.300000000000000
849,849,2018-11-04 11:48:08.776,TED - Recebido,262.000000000000000
850,850,2022-06-12 03:02:07.585,Depósito em espécie,528.300000000000000
851,851,2020-01-03 06:00:23.830,Depósito em espécie,299.500000000000000
852,852,2019-07-06 21:14:32.065,TED - Recebido,333.000000000000000
853,853,2014-09-24 04:53:14.712,Depósito em espécie,219.200000000000020
854,854,2021-01-17 12:57:07.307,Depósito em espécie,77.500000000000000
855,855,2016-04-05 19:17:57.929,Depósito em espécie,471.400000000000000
856,856,2021-05-25 18:20:01.018,Depósito em espécie,777.800000000000000
857,857,2014-07-22 22:48:31.972,Depósito em espécie,122.899999999999990
858,858,2022-10-19 15:03:41.950,Depósito em espécie,120.399999999999990
859,859,2022-02-27 07:21:18.365,Depósito em espécie,338.299999999999950
860,860,2015-04-17 14:02:31.228,Depósito em espécie,123.699999999999990
861,861,2016-12-22 19:01:41.427,Depósito em espécie,120.100000000000000
862,862,2021-01-30 02:31:59.009,Depósito em espécie,331.100000000000000
863,863,2023-01-04 11:20:24.315,Depósito em espécie,44.600000000000000
864,864,2019-01-30 13:14:48.004,Depósito em espécie,102.899999999999990
865,865,2020-01-14 05:39:52.958,Depósito em espécie,71.700000000000000
866,866,2021-09-17 19:33:49.933,Depósito em espécie,86.199999999999990
867,867,2010-10-23 04:58:27.630,Depósito em espécie,109.000000000000000
868,868,2021-04-09 20:01:35.682,TED - Recebido,1037.000000000000000
869,869,2020-12-12 11:14:11.546,Depósito em espécie,81.500000000000000
870,870,2021-09-12 08:53:18.782,Depósito em espécie,625.700000000000000
871,871,2014-05-31 17:27:49.390,Depósito em espécie,85.199999999999990
872,872,2018-09-25 17:04:06.416,Depósito em espécie,64.400000000000000
873,873,2021-01-07 17:14:57.166,TED - Recebido,7128.000000000000000
874,874,2018-04-12 21:36:19.959,Depósito em espécie,101.000000000000000
875,875,2022-03-24 14:05:53.139,TED - Recebido,2814.000000000000000
876,876,2021-07-12 09:24:35.791,Depósito em espécie,219.200000000000020
877,877,2018-07-14 08:19:48.747,Depósito em espécie,72.800000000000000
878,878,2019-05-12 11:57:08.972,Depósito em espécie,251.000000000000000
879,879,2012-11-30 12:56:43.754,Depósito em espécie,47.100000000000000
880,880,2020-05-23 02:48:10.849,Depósito em espécie,154.700000000000020
881,881,2018-04-05 03:17:50.054,Depósito em espécie,66.600000000000000
882,882,2018-07-09 22:43:08.721,Depósito em espécie,321.300000000000000
883,883,2022-10-17 21:44:51.349,Depósito em espécie,56.500000000000000
884,884,2018-05-15 11:41:50.010,Depósito em espécie,76.399999999999990
885,885,2016-09-19 02:11:47.956,Depósito em espécie,377.500000000000000
886,886,2019-09-25 13:11:39.650,Depósito em espécie,377.000000000000000
887,887,2017-05-18 11:36:30.377,TED - Recebido,424.000000000000000
888,888,2021-03-06 11:17:04.510,Depósito em espécie,89.500000000000000
889,889,2017-05-25 04:03:09.346,TED - Recebido,5877.000000000000000
890,890,2022-01-04 23:08:11.365,Depósito em espécie,160.000000000000000
891,891,2018-01-04 15:53:08.217,TED - Recebido,1005.000000000000100
892,892,2011-06-01 10:56:30.729,Depósito em espécie,86.500000000000000
893,893,2012-10-03 13:13:11.571,Depósito em espécie,2061.500000000000000
894,894,2022-05-21 07:29:03.954,Depósito em espécie,82.200000000000000
895,895,2016-02-16 22:08:34.729,TED - Recebido,1960.000000000000200
896,896,2017-12-21 11:42:59.352,Depósito em espécie,313.299999999999950
897,897,2017-11-06 13:10:50.738,Depósito em espécie,77.699999999999990
898,898,2014-03-04 06:44:19.739,Depósito em espécie,162.899999999999980
899,899,2021-03-02 16:18:12.381,Depósito em espécie,135.399999999999980
900,900,2014-06-28 17:18:39.599,Depósito em espécie,406.900000000000000
901,901,2011-06-18 19:18:06.355,Depósito em espécie,1327.300000000000000
902,902,2018-09-25 17:53:48.858,Depósito em espécie,101.700000000000000
903,903,2018-07-22 11:55:58.371,Depósito em espécie,192.800000000000000
904,904,2021-07-16 01:12:17.167,Depósito em espécie,110.900000000000000
905,905,2011-08-22 06:09:12.355,TED - Recebido,961.000000000000000
906,906,2021-05-24 07:34:50.788,Depósito em espécie,166.299999999999980
907,907,2016-04-30 07:58:33.801,Depósito em espécie,47.900000000000000
908,908,2015-05-08 03:50:28.397,Depósito em espécie,316.400000000000000
909,909,2017-08-16 03:54:42.302,Depósito em espécie,81.700000000000000
910,910,2018-01-28 03:05:01.628,Depósito em espécie,137.600000000000000
911,911,2022-04-07 01:47:54.208,Depósito em espécie,86.400000000000000
912,912,2021-09-04 02:40:11.841,Depósito em espécie,268.200000000000000
913,913,2019-04-19 17:37:47.921,Depósito em espécie,1231.600000000000000
914,914,2015-03-13 04:02:05.497,Depósito em espécie,45.400000000000000
915,915,2015-12-10 01:12:29.540,TED - Recebido,381.000000000000000
916,916,2013-06-11 04:50:32.061,Depósito em espécie,475.799999999999950
917,917,2020-07-08 18:30:38.096,Depósito em espécie,231.700000000000020
918,918,2014-08-28 05:07:14.129,Depósito em espécie,274.600000000000000
919,919,2017-07-06 12:40:44.657,Depósito em espécie,203.700000000000020
920,920,2022-11-26 02:14:22.021,Depósito em espécie,1612.800000000000000
921,921,2017-09-03 14:05:12.741,TED - Recebido,4157.000000000000000
922,922,2018-03-19 10:08:12.870,Depósito em espécie,352.900000000000000
923,923,2021-01-20 02:39:05.283,TED - Recebido,810.000000000000000
924,924,2017-02-27 11:55:59.218,Depósito em espécie,126.500000000000000
925,925,2020-08-31 19:33:14.855,TED - Recebido,4942.000000000000000
926,926,2015-12-17 17:04:23.243,Depósito em espécie,80.500000000000000
927,927,2017-08-07 12:56:48.035,Depósito em espécie,118.300000000000000
928,928,2020-11-03 22:35:59.602,Depósito em espécie,253.600000000000000
929,929,2022-08-30 07:22:38.239,Depósito em espécie,148.300000000000000
930,930,2022-05-09 08:08:12.596,Depósito em espécie,53.500000000000000
931,931,2018-04-10 18:13:52.185,Depósito em espécie,437.800000000000000
932,932,2016-03-01 06:23:53.556,Depósito em espécie,225.000000000000000
933,933,2021-03-01 20:55:50.677,Depósito em espécie,698.300000000000000
934,934,2010-01-30 09:34:45.489,Depósito em espécie,55.500000000000000
935,935,2019-01-01 03:40:55.864,Depósito em espécie,86.700000000000000
936,936,2022-03-31 18:09:02.626,Depósito em espécie,331.800000000000000
937,937,2022-03-27 23:16:02.380,TED - Recebido,616.000000000000000
938,938,2018-09-05 03:22:08.781,TED - Recebido,1581.000000000000000
939,939,2022-10-28 22:30:11.788,Depósito em espécie,306.200000000000000
940,940,2016-11-02 20:38:42.267,Depósito em espécie,109.500000000000000
941,941,2016-12-09 04:51:16.694,Depósito em espécie,164.600000000000020
942,942,2014-04-10 09:18:25.534,Depósito em espécie,46.700000000000000
943,943,2017-03-08 13:03:22.786,Depósito em espécie,556.300000000000100
944,944,2021-11-23 08:49:30.076,TED - Recebido,2183.000000000000000
945,945,2018-05-31 08:35:21.638,Depósito em espécie,14.800000000000000
946,946,2022-01-11 01:35:39.459,Depósito em espécie,497.000000000000000
947,947,2021-08-21 22:35:16.369,Depósito em espécie,301.700000000000050
948,948,2019-10-29 16:41:20.805,TED - Recebido,1050.000000000000000
949,949,2016-01-27 16:41:51.713,Depósito em espécie,139.800000000000000
950,950,2017-08-05 09:53:02.001,Depósito em espécie,61.900000000000006
951,951,2018-02-11 10:47:14.640,Depósito em espécie,125.600000000000010
952,952,2019-06-17 12:22:33.210,Depósito em espécie,149.500000000000000
953,953,2021-02-27 11:32:06.829,Depósito em espécie,409.900000000000030
954,954,2018-03-25 04:37:18.298,Depósito em espécie,625.800000000000000
955,955,2022-08-15 04:13:54.100,TED - Recebido,1970.000000000000000
956,956,2020-09-03 07:48:58.309,Depósito em espécie,76.000000000000000
957,957,2015-01-20 09:30:07.921,Depósito em espécie,167.000000000000000
958,958,2015-05-13 09:00:16.432,Depósito em espécie,117.400000000000000
959,959,2014-08-10 01:12:58.355,Depósito em espécie,354.700000000000000
960,960,2019-03-25 05:21:30.696,TED - Recebido,1347.000000000000000
961,961,2018-07-30 03:57:57.051,Depósito em espécie,62.699999999999996
962,962,2018-09-27 20:48:03.493,Depósito em espécie,901.300000000000000
963,963,2016-02-03 14:04:26.267,Depósito em espécie,73.200000000000000
964,964,2017-06-15 17:39:32.637,TED - Recebido,1242.000000000000000
965,965,2015-09-01 21:39:07.545,TED - Recebido,5807.000000000000000
966,966,2021-08-12 01:14:35.500,Depósito em espécie,108.900000000000000
967,967,2021-05-07 00:18:21.515,Depósito em espécie,41.900000000000006
968,968,2014-08-10 02:41:03.882,Depósito em espécie,1081.500000000000000
969,969,2020-07-20 04:22:27.725,TED - Recebido,774.000000000000000
970,970,2015-02-14 09:36:01.173,Depósito em espécie,99.900000000000000
971,971,2013-05-18 00:56:10.735,Depósito em espécie,263.200000000000000
972,972,2021-11-08 15:35:53.673,Depósito em espécie,48.400000000000000
973,973,2020-11-18 22:14:35.956,Depósito em espécie,154.200000000000000
974,974,2020-10-10 16:37:25.966,Depósito em espécie,139.200000000000000
975,975,2013-12-01 08:38:47.527,Depósito em espécie,372.100000000000000
976,976,2015-04-29 18:56:58.205,Depósito em espécie,156.000000000000000
977,977,2021-01-12 05:36:14.966,TED - Recebido,11434.000000000000000
978,978,2021-01-17 05:04:37.425,Depósito em espécie,291.500000000000000
979,979,2022-12-25 17:43:23.944,Depósito em espécie,491.700000000000050
980,980,2019-06-07 04:36:50.089,Depósito em espécie,451.900000000000000
981,981,2022-09-15 21:25:13.171,Depósito em espécie,428.500000000000000
982,982,2017-05-10 04:52:04.950,TED - Recebido,3970.000000000000500
983,983,2021-03-22 00:17:16.295,Depósito em espécie,357.800000000000000
984,984,2013-12-20 13:48:47.412,Depósito em espécie,67.900000000000000
985,985,2021-06-09 13:40:43.137,Depósito em espécie,74.600000000000000
986,986,2019-08-06 13:02:39.510,Depósito em espécie,90.600000000000010
987,987,2017-02-12 17:31:47.209,Depósito em espécie,188.700000000000020
988,988,2021-06-14 17:06:32.244,Depósito em espécie,286.800000000000000
989,989,2019-01-27 20:39:29.052,Depósito em espécie,108.699999999999990
990,990,2015-01-11 02:47:59.853,Depósito em espécie,166.900000000000000
991,991,2016-08-23 00:50:01.250,Depósito em espécie,60.199999999999996
992,992,2014-06-18 01:29:11.203,Depósito em espécie,189.400000000000000
993,993,2019-09-28 15:28:54.617,Depósito em espécie,55.000000000000000
994,994,2015-11-21 08:13:43.968,TED - Recebido,823.000000000000000
995,995,2018-05-12 16:37:17.637,Depósito em espécie,105.600000000000010
996,996,2021-08-21 01:04:07.761,Depósito em espécie,192.500000000000000
997,997,2020-11-01 05:36:12.348,Depósito em espécie,231.100000000000000
998,998,2013-04-11 02:46:34.764,Depósito em espécie,142.100000000000020
999,999,2020-03-04 04:02:14.670,Depósito em espécie,236.800000000000000
1000,702,2022-02-23 14:42:19.168,Compra Crédito,-27.460000000000000
1001,151,2016-11-22 08:34:40.853,Compra Crédito,-49.810000000000000
1002,607,2019-03-27 13:41:16.096,Compra Débito,-145.100000000000000
1003,391,2018-12-24 22:35:56.398,Compra Crédito,-28.060000000000000
1004,437,2022-07-26 15:37:39.936,Compra Débito,-49.150000000000000
1005,119,2016-07-04 13:19:37.635,Compra Débito,-20.370000000000000
1006,570,2014-12-21 18:25:20.853,Compra Débito,-28.010000000000000
1007,399,2020-07-27 23:47:42.848,Compra Débito,-173.570000000000000
1008,42,2021-08-20 05:10:10.185,Pix - Realizado,-525.000000000000000
1009,490,2012-04-05 13:26:46.072,Compra Débito,-44.720000000000000
1010,896,2018-09-26 19:56:48.536,Compra Débito,-3.160000000000000
1011,200,2020-08-14 13:56:01.522,Compra Crédito,-21.770000000000000
1012,85,2021-03-01 16:18:37.454,Compra Débito,-10.730000000000000
1013,291,2017-08-28 18:34:10.247,Depósito em espécie,45.540000000000000
1014,194,2020-04-09 09:21:57.543,Compra Crédito,-32.490000000000000
1015,782,2016-03-14 16:39:29.877,Compra Crédito,-69.110000000000000
1016,985,2021-06-20 20:57:34.138,Compra Débito,-32.770000000000000
1017,135,2020-11-09 12:56:42.732,Compra Crédito,-37.660000000000000
1018,95,2022-09-07 17:47:45.388,Pix - Realizado,-132.400000000000000
1019,17,2020-08-18 06:07:59.388,Compra Crédito,-39.890000000000000
1020,495,2022-07-08 13:58:24.388,Pix - Recebido,482.800000000000000
1021,129,2022-07-15 17:15:42.646,Compra Crédito,-12.070000000000000
1022,474,2019-07-22 03:07:03.516,Compra Crédito,-123.780000000000000
1023,896,2018-09-26 20:38:55.933,Compra Débito,-10.070000000000000
1024,838,2017-01-14 14:16:58.975,Transferência entre CC - Débito,-277.000000000000000
1025,538,2020-03-08 08:10:07.985,Compra Crédito,-20.680000000000000
1026,471,2022-01-12 13:55:26.841,Compra Crédito,-65.090000000000000
1027,805,2019-10-27 10:07:49.107,Compra Débito,-33.060000000000000
1028,963,2016-02-04 02:44:42.739,Depósito em espécie,24.010000000000000
1029,395,2021-10-25 17:18:56.168,Compra Débito,-13.460000000000000
1030,934,2014-06-28 05:04:29.195,Depósito em espécie,12.430000000000000
1031,320,2014-09-05 04:52:21.431,Compra Crédito,-31.240000000000000
1032,598,2022-07-12 11:37:18.713,Compra Crédito,-6.660000000000000
1033,232,2022-06-01 08:43:06.221,Compra Crédito,-12.200000000000000
1034,79,2014-01-21 20:42:59.286,Compra Crédito,-38.610000000000000
1035,209,2016-10-26 01:08:10.926,Compra Débito,-58.540000000000000
1036,841,2014-07-13 17:21:44.730,Compra Crédito,-40.310000000000000
1037,546,2020-12-11 20:51:32.663,Pix - Recebido,840.500000000000000
1038,205,2019-06-25 02:58:00.263,Saque,-172.415401222543520
1039,487,2016-10-22 21:41:37.200,Compra Crédito,-10.240000000000000
1040,234,2020-05-05 15:11:09.867,Compra Crédito,-22.980000000000000
1041,835,2022-07-10 05:07:18.250,Compra Débito,-66.410000000000000
1042,32,2019-02-18 16:52:05.816,Compra Débito,-21.830000000000000
1043,850,2022-09-10 10:49:14.779,Compra Débito,-55.890000000000000
1044,17,2020-08-18 06:46:07.447,Compra Crédito,-20.920000000000000
1045,45,2015-12-08 17:47:17.486,Compra Crédito,-14.120000000000000
1046,523,2019-01-12 16:59:35.392,Compra Débito,-29.490000000000000
1047,74,2018-06-27 09:20:11.376,Compra Crédito,-51.080000000000000
1048,749,2015-06-04 07:08:35.176,Compra Crédito,-47.360000000000000
1049,676,2012-01-27 14:22:53.283,Compra Débito,-98.700000000000000
1050,255,2019-03-08 08:47:35.065,Compra Débito,-74.140000000000000
1051,905,2012-02-25 16:31:44.937,Compra Crédito,-22.170000000000000
1052,667,2014-11-22 04:23:02.339,Depósito em espécie,94.790000000000000
1053,137,2019-04-02 12:42:18.697,Compra Crédito,-13.330000000000000
1054,989,2019-01-28 02:46:08.920,Compra Crédito,-40.140000000000000
1055,214,2013-11-25 21:38:32.615,Compra Débito,-29.750000000000000
1056,340,2015-01-02 09:45:43.269,Compra Débito,-157.510000000000000
1057,497,2011-02-04 09:02:34.632,Compra Crédito,-54.030000000000000
1058,610,2021-03-17 06:10:30.918,Compra Crédito,-65.940000000000000
1059,506,2020-03-27 18:57:38.173,Compra Débito,-54.520000000000000
1060,268,2018-03-16 12:55:09.756,Compra Crédito,-66.350000000000000
1061,107,2022-10-02 04:42:12.592,Compra Débito,-10.850000000000000
1062,281,2019-08-03 15:13:51.589,Compra Crédito,-7.630000000000000
1063,613,2010-01-28 08:26:29.556,Compra Débito,-106.960000000000000
1064,676,2012-03-25 01:03:21.049,Compra Crédito,-21.730000000000000
1065,846,2021-10-19 05:03:18.471,Compra Débito,-18.850000000000000
1066,192,2017-12-31 00:52:28.406,Compra Crédito,-41.930000000000000
1067,301,2019-12-10 05:02:42.226,Compra Débito,-23.820000000000000
1068,463,2021-12-19 12:46:15.706,Depósito em espécie,106.780000000000000
1069,898,2015-02-08 05:01:32.648,Depósito em espécie,16.050000000000000
1070,51,2013-05-24 16:33:30.190,Compra Crédito,-33.540000000000000
1071,799,2012-10-19 04:05:47.394,Compra Crédito,-16.180000000000000
1072,589,2019-08-16 16:15:39.243,Compra Crédito,-132.070000000000000
1073,878,2019-05-12 18:49:40.577,Depósito em espécie,84.140000000000000
1074,589,2019-08-16 22:04:02.147,Compra Crédito,-32.460000000000000
1075,384,2018-07-20 04:27:00.630,Compra Débito,-12.460000000000000
1076,749,2015-06-08 05:40:18.198,Compra Débito,-29.390000000000000
1077,768,2022-02-05 03:57:44.675,Pix - Recebido,238.000000000000000
1078,225,2017-03-26 20:17:15.886,Compra Crédito,-40.150000000000000
1079,515,2016-03-09 09:49:45.862,Compra Crédito,-34.510000000000000
1080,821,2022-06-19 12:22:06.699,Saque,-22.027748160953962
1081,527,2019-02-02 21:12:42.890,Compra Débito,-29.430000000000000
1082,212,2022-06-29 17:17:26.696,Compra Crédito,-33.660000000000000
1083,110,2013-07-09 23:16:25.331,Compra Débito,-156.960000000000000
1084,666,2022-04-20 20:43:59.728,TED - Recebido,13270.000000000000000
1085,289,2017-11-09 18:44:48.597,Compra Débito,-48.650000000000000
1086,876,2021-07-14 22:13:12.553,Compra Débito,-24.370000000000000
1087,312,2022-09-06 23:37:00.373,Compra Crédito,-119.550000000000000
1088,677,2018-05-12 22:37:06.795,Compra Débito,-15.580000000000000
1089,695,2019-01-25 21:36:44.649,Compra Crédito,-196.870000000000000
1090,869,2020-12-12 13:08:23.023,Pix - Realizado,-49.900000000000006
1091,516,2014-03-25 03:14:56.851,Compra Crédito,-62.460000000000000
1092,364,2021-12-24 22:35:11.370,Pix - Recebido,164.600000000000020
1093,180,2016-08-20 20:49:07.545,Compra Débito,-34.880000000000000
1094,42,2021-08-21 18:05:34.818,Compra Débito,-82.680000000000000
1095,946,2022-01-11 23:40:47.996,Pix - Realizado,-269.500000000000000
1096,271,2022-09-14 20:00:27.610,Pix - Realizado,-695.100000000000000
1097,565,2019-07-24 14:35:04.196,Compra Débito,-63.730000000000000
1098,933,2021-03-09 18:35:32.074,Pix - Realizado,-185.200000000000000
1099,681,2018-04-15 00:05:38.473,Compra Débito,-113.430000000000000
1100,445,2010-03-05 10:03:25.083,Compra Débito,-46.480000000000000
1101,127,2015-08-22 04:34:50.834,Compra Crédito,-36.850000000000000
1102,955,2022-08-15 04:13:55.178,Pix - Realizado,-324.300000000000000
1103,722,2018-06-26 20:01:18.077,Compra Débito,-8.090000000000000
1104,999,2020-03-04 15:31:12.471,Compra Débito,-16.300000000000000
1105,992,2014-06-18 05:33:35.657,Compra Crédito,-16.010000000000000
1106,862,2021-01-30 02:57:45.865,Compra Crédito,-171.850000000000000
1107,813,2015-01-17 20:48:55.884,Compra Débito,-34.260000000000000
1108,654,2016-08-31 10:05:48.483,Compra Crédito,-12.370000000000000
1109,308,2017-06-24 11:55:26.654,Compra Crédito,-16.770000000000000
1110,951,2018-07-29 10:40:17.996,Compra Crédito,-41.530000000000000
1111,109,2022-02-08 18:47:00.647,Compra Débito,-15.110000000000000
1112,275,2015-03-07 03:34:15.723,TED - Recebido,138445.000000000000000
1113,350,2017-05-02 01:31:45.811,Compra Débito,-18.450000000000000
1114,323,2022-02-13 19:50:21.393,Compra Crédito,-48.430000000000000
1115,71,2022-03-12 18:23:33.640,TED - Recebido,29685.000000000000000
1116,308,2017-06-24 14:38:49.513,Depósito em espécie,24.560000000000000
1117,155,2020-02-09 13:21:01.158,Compra Crédito,-41.780000000000000
1118,593,2016-05-11 03:53:25.056,Depósito em espécie,232.270000000000000
1119,339,2020-08-21 02:40:31.826,Compra Crédito,-16.870000000000000
1120,333,2014-05-19 14:53:33.816,Compra Débito,-70.200000000000000
1121,641,2020-06-26 10:44:28.378,Compra Débito,-5.800000000000000
1122,864,2019-01-30 13:17:13.511,Compra Crédito,-19.820000000000000
1123,26,2021-08-05 00:33:24.415,Compra Crédito,-8.990000000000000
1124,207,2017-08-09 17:36:35.112,Compra Débito,-59.890000000000000
1125,248,2020-03-02 08:24:08.740,Compra Débito,-6.120000000000000
1126,110,2013-10-18 15:49:58.032,Compra Crédito,-17.650000000000000
1127,881,2018-04-05 06:03:41.813,Compra Crédito,-14.240000000000000
1128,450,2021-03-28 16:04:54.630,Compra Crédito,-96.830000000000000
1129,176,2018-03-28 10:25:16.451,Depósito em espécie,37.340000000000000
1130,47,2012-03-30 04:50:51.602,Compra Débito,-59.240000000000000
1131,450,2021-03-28 20:23:44.837,Compra Débito,-27.410000000000000
1132,863,2023-01-04 11:20:24.936,Depósito em espécie,52.740000000000000
1133,811,2020-07-17 22:33:59.003,Compra Crédito,-30.150000000000000
1134,312,2022-09-07 03:51:40.364,Pix - Realizado,-302.900000000000000
1135,849,2018-11-19 17:45:28.524,Compra Débito,-22.560000000000000
1136,453,2015-01-24 08:16:28.388,Compra Crédito,-16.990000000000000
1137,160,2013-04-04 21:43:04.661,Compra Débito,-128.600000000000000
1138,507,2017-11-03 14:54:11.973,Compra Crédito,-23.100000000000000
1139,733,2022-01-19 11:02:15.592,Pix - Recebido,358.600000000000000
1140,767,2016-10-19 01:40:36.006,Compra Crédito,-58.680000000000000
1141,20,2019-06-14 03:53:04.615,Compra Crédito,-30.940000000000000
1142,46,2019-03-05 18:34:37.560,Depósito em espécie,20.170000000000000
1143,499,2018-01-13 09:13:33.057,Compra Débito,-45.170000000000000
1144,770,2021-03-27 07:17:54.135,Compra Crédito,-45.290000000000000
1145,167,2018-10-06 05:05:09.543,Compra Crédito,-35.790000000000000
1146,681,2020-08-29 21:00:56.455,Compra Crédito,-64.460000000000000
1147,541,2016-10-31 09:55:53.049,Compra Débito,-73.400000000000000
1148,184,2020-09-29 11:11:35.876,Compra Crédito,-32.900000000000000
1149,500,2015-03-13 04:32:04.054,Compra Crédito,-110.760000000000000
1150,845,2013-04-17 09:33:13.667,Compra Crédito,-5.590000000000000
1151,22,2014-11-19 04:06:53.569,Compra Débito,-12.520000000000000
1152,550,2020-07-12 01:05:54.600,Compra Débito,-27.040000000000000
1153,255,2019-05-06 08:08:47.928,Compra Crédito,-135.110000000000000
1154,432,2017-04-21 05:11:22.310,Compra Crédito,-22.400000000000000
1155,745,2019-02-12 18:03:16.301,Compra Crédito,-137.050000000000000
1156,586,2015-12-08 09:02:58.992,Compra Crédito,-52.250000000000000
1157,238,2021-12-12 09:30:06.451,Compra Crédito,-40.660000000000000
1158,985,2021-06-27 19:19:36.833,Depósito em espécie,53.940000000000000
1159,561,2018-07-11 13:15:53.884,Compra Crédito,-117.110000000000000
1160,453,2015-02-15 13:59:41.980,Compra Crédito,-22.300000000000000
