COD_PROPOSTA,COD_CLIENTE,COD_COLABORADOR,DATA_ENTRADA_PROPOSTA,TAXA_JUROS_MENSAL,VALOR_PROPOSTA,VALOR_FINANCIAMENTO,VALOR_ENTRADA,VALOR_PRESTACAO,QUANTIDADE_PARCELAS,CARENCIA,STATUS_PROPOSTA
511,375,76,2021-05-07 03:57:24.481,0.0154,107132.9752303860200,186611.19,79478.21476961399000,2971.988640182368300,53,0,Em análise
512,53,82,2011-04-03 10:54:25.998,0.0123,114587.7780732678100,140341.60,25753.82192673220000,5542.920009118820000,24,3,Em análise
513,232,82,2011-04-15 03:36:53.059,0.0171,183665.8730417784200,234702.61,51036.73695822157000,5069.117084747387000,57,0,Enviada
514,577,81,2022-12-08 18:50:08.540,0.0217,163159.5116263368400,229820.92,66661.40837366319000,34786.636473048120000,5,1,Enviada
515,402,56,2021-02-04 23:06:11.866,0.0105,20977.4900944412500,26363.04,5385.54990555875200,1168.335064059387800,20,1,Enviada
516,96,9,2017-04-21 02:19:06.346,0.0091,88961.9369090604700,110825.36,21863.42309093953000,1367.171280880897700,99,2,Enviada
517,976,6,2011-03-04 20:39:09.978,0.0155,53838.0260974882550,80336.38,26498.35390251175300,1922.938185334947500,37,0,Enviada
518,357,64,2022-11-26 17:31:24.270,0.0087,34103.2142509676800,53893.38,19790.16574903232000,502.659200757583600,103,4,Aprovada
519,505,57,2019-10-05 21:42:29.940,0.0117,73490.5713635345900,109133.09,35642.51863646541000,1316.690578301201200,91,4,Em análise
520,833,28,2011-08-09 21:19:47.464,0.0114,67641.4623616205400,81009.88,13368.41763837946600,1125.174433729179600,102,1,Validação documentos
521,439,72,2021-04-04 11:33:22.956,0.0194,141731.0583581585400,188233.03,46501.97164184147000,7697.524809716176000,23,4,Em análise
522,293,40,2021-05-31 23:16:42.730,0.0152,96752.5040802423200,187539.41,90786.90591975769000,1791.513657331147200,114,4,Em análise
523,170,14,2016-03-26 18:21:33.211,0.0206,90579.3388371712800,159191.86,68612.52116282870000,2740.872236885584200,56,2,Enviada
524,185,73,2018-06-08 19:11:24.623,0.0202,67910.3794659091500,107340.54,39430.16053409083500,2969.025399148629300,31,2,Em análise
525,962,30,2014-06-14 18:53:48.415,0.0231,114683.6030851677000,186629.77,71946.16691483228000,3283.380915695161500,72,6,Enviada
526,427,25,2010-11-28 00:30:50.055,0.0213,111118.4813076421000,191994.15,80875.66869235790000,3173.182800430885400,65,1,Aprovada
527,426,90,2019-04-01 05:30:33.295,0.0143,82120.4432836950300,113489.98,31369.53671630496300,9789.242613233371000,9,5,Enviada
528,506,20,2020-03-13 13:48:20.332,0.0099,91329.3984041775400,108720.96,17391.56159582246600,3533.674002614153300,30,4,Aprovada
529,234,99,2010-10-17 19:47:44.677,0.0238,130748.2706946174100,226236.17,95487.89930538260000,3586.196415443583000,86,6,Validação documentos
530,537,48,2015-10-22 12:31:17.124,0.0125,109657.7055792125800,129082.40,19424.69442078742000,28276.448178557002000,4,3,Enviada
531,740,90,2014-04-03 22:53:46.890,0.0128,62634.2923103956850,83634.87,21000.57768960430600,1024.362772515715000,120,1,Em análise
532,274,34,2013-10-15 22:27:18.293,0.0228,40100.9882165944900,66923.17,26822.18178340551500,1152.053498503107400,70,1,Aprovada
533,477,57,2011-07-23 20:28:19.757,0.0215,22998.4832870349100,34655.30,11656.81671296509400,731.316463604764700,53,6,Enviada
534,681,78,2011-02-21 19:04:54.132,0.0202,38494.1136195501100,68052.14,29558.02638044989000,955.722563059200100,84,4,Enviada
535,471,18,2021-05-14 02:29:46.669,0.0110,13501.5768910348520,16157.71,2656.13310896514670,252.686214000195240,81,3,Validação documentos
536,942,7,2021-11-30 18:04:00.767,0.0161,44378.6067698706900,80512.26,36133.65323012930500,956.743967960967900,86,3,Validação documentos
537,462,68,2012-11-26 08:19:24.790,0.0155,144970.1121451244400,249193.72,104223.60785487556000,3194.891581243995000,79,0,Enviada
538,961,58,2013-10-27 01:21:58.193,0.0176,51926.1573999105100,89308.86,37382.70260008949000,1336.430795091153400,66,4,Aprovada
539,519,38,2011-02-24 06:09:05.550,0.0189,29082.3373244150030,50644.59,21562.25267558499400,693.543474989079800,84,2,Aprovada
540,223,70,2017-01-30 17:33:45.255,0.0222,85784.8188193252000,131743.33,45958.51118067479000,2346.745898256599000,76,5,Em análise
541,86,97,2014-02-28 05:29:04.678,0.0130,86787.0482696712000,107270.41,20483.36173032881000,1469.711147752256200,113,5,Aprovada
542,991,53,2010-08-11 08:39:54.762,0.0088,7275.6929316702370,10198.60,2922.90706832976370,180.496145786469400,50,6,Em análise
543,277,35,2019-11-10 10:56:00.414,0.0202,63305.8272320378300,97522.46,34216.63276796217500,11309.353549080428000,6,3,Enviada
544,654,68,2019-09-26 15:11:19.638,0.0159,15873.6197057503010,23761.29,7887.67029424969950,750.162380140999000,26,4,Aprovada
545,559,13,2012-02-28 02:39:56.818,0.0149,142582.1795184823600,193436.11,50853.93048151764400,2663.705600903240300,108,2,Validação documentos
546,328,13,2016-08-29 04:21:14.915,0.0214,76316.8161223324400,110890.42,34573.60387766755600,2010.630155342339300,79,6,Em análise
547,108,38,2012-11-25 04:34:49.626,0.0232,95714.3689113919200,173172.58,77458.21108860806000,3156.671004893150000,53,0,Enviada
548,438,25,2020-01-30 23:26:55.506,0.0108,124357.0136671772800,192464.28,68107.26633282272000,2367.140261594932000,78,5,Enviada
549,178,8,2022-11-21 23:04:05.237,0.0183,177787.7148882102300,218504.39,40716.67511178979500,31557.844946302484000,6,5,Enviada
550,413,2,2018-03-25 05:09:09.535,0.0103,20840.3882378967970,34671.08,13830.69176210320300,311.514591108951500,114,5,Enviada
551,632,35,2010-11-25 15:00:30.706,0.0225,164655.5129757278000,225202.96,60547.44702427222000,4240.169225329140000,93,2,Validação documentos
552,559,27,2018-03-16 20:39:20.457,0.0129,36245.4827550287900,57046.07,20800.58724497120800,769.429024114805500,73,0,Enviada
553,165,86,2021-09-13 10:50:36.933,0.0154,3614.7725025378340,4420.42,805.64749746216610,220.891259855420230,19,0,Em análise
554,866,49,2013-01-03 22:18:22.920,0.0231,39059.1934953036000,62927.54,23868.34650469639700,1191.434497702205400,62,4,Enviada
555,300,26,2016-08-15 09:44:01.547,0.0164,166593.1097322565000,240987.35,74394.24026774352000,16675.460648291326000,11,4,Validação documentos
556,312,59,2022-04-09 12:40:53.613,0.0200,150311.5187962604000,207205.74,56894.22120373956600,4217.513475964016000,63,0,Aprovada
557,681,4,2022-05-12 04:47:00.508,0.0129,147277.7160655960300,223969.71,76691.99393440397000,2844.580930886359000,86,3,Aprovada
558,482,60,2012-03-25 09:53:14.493,0.0124,62068.6564737756600,111358.78,49290.12352622433500,3523.252591296787000,20,2,Em análise
559,128,56,2020-02-07 07:56:05.453,0.0101,138396.1939080880800,182656.78,44260.58609191191500,6079.067635373966000,26,1,Em análise
560,617,40,2010-04-26 19:03:16.719,0.0157,45734.2813675020900,77005.62,31271.33863249791000,1277.531496633345300,53,3,Validação documentos
561,342,33,2013-03-15 04:45:49.259,0.0129,101428.3575343418600,196189.49,94761.13246565813000,3539.935660550622700,36,6,Em análise
562,62,25,2010-05-20 05:51:30.733,0.0198,12346.7634496777860,24656.12,12309.35655032221300,502.437398319758800,34,5,Aprovada
563,794,11,2015-12-12 01:29:48.187,0.0185,13112.9619110963630,23085.47,9972.50808890363800,307.281497269619500,85,5,Enviada
564,886,56,2012-11-24 14:07:51.847,0.0149,43942.0645976144440,62411.54,18469.47540238555300,1553.527571029288800,37,3,Aprovada
565,680,81,2010-05-01 08:04:11.930,0.0158,133233.8388859872600,160837.69,27603.85111401273800,2579.633127189145000,108,4,Enviada
566,831,100,2019-11-24 16:28:02.901,0.0142,77790.6148689367700,149218.88,71428.26513106324000,8399.451574457380000,10,2,Enviada
567,567,29,2021-09-20 19:29:25.121,0.0238,17636.2796637363680,22159.26,4522.98033626362900,722.241782436576200,37,1,Enviada
568,257,51,2018-02-06 06:17:25.198,0.0126,61491.1015305280500,78639.95,17148.84846947194500,1715.086130839192500,48,0,Em análise
569,337,58,2016-08-10 14:55:32.193,0.0106,15142.4587263214530,21836.57,6694.11127367854800,281.688625689144260,80,5,Em análise
570,574,51,2011-06-07 14:24:25.182,0.0097,52628.5892460716000,78738.82,26110.23075392841200,1274.719971051047000,53,6,Aprovada
571,533,88,2012-02-23 22:24:39.806,0.0194,131385.6961356098200,208259.62,76873.92386439016000,3359.392029676890000,74,6,Em análise
572,541,24,2022-11-01 02:20:03.137,0.0148,32153.7018249990940,45047.14,12893.43817500090300,667.289498695322400,85,3,Em análise
573,394,100,2015-12-05 11:59:48.293,0.0188,132454.7102204105000,162642.08,30187.36977958949500,14653.294041990419000,10,4,Aprovada
574,245,85,2020-04-17 10:21:09.191,0.0133,69729.5076024426400,134531.56,64802.05239755735000,1841.763015853192200,53,0,Aprovada
575,873,12,2017-02-21 20:36:37.615,0.0198,156353.6613475248700,225896.46,69542.79865247512000,4175.067095257007000,69,5,Enviada
576,792,2,2021-03-07 06:54:59.299,0.0178,97946.9082726538200,165786.35,67839.44172734619000,2318.802902486643200,79,1,Validação documentos
577,962,89,2011-03-20 16:33:42.152,0.0166,83765.6366208175000,106337.46,22571.82337918251000,1866.457375913559600,83,6,Enviada
578,668,100,2019-07-30 03:56:23.908,0.0119,18488.8129941431250,26561.13,8072.31700585687500,356.926266096492300,81,1,Enviada
579,407,48,2017-10-27 06:57:40.512,0.0180,86460.4337998149600,127601.86,41141.42620018504000,1816.080753866687000,109,4,Aprovada
580,951,10,2010-05-09 14:44:04.423,0.0234,98931.4711093855400,118228.06,19296.58889061444600,2702.161984206347400,84,2,Aprovada
581,228,96,2016-01-30 07:04:32.709,0.0230,122976.3892233510000,154816.90,31840.51077664899600,3107.445479267433300,106,1,Validação documentos
582,706,80,2017-03-18 02:04:55.777,0.0124,11175.7597930770320,14873.76,3698.00020692296800,436.429820806378900,31,3,Enviada
583,457,82,2022-12-03 18:35:46.800,0.0157,36302.1808683309140,64134.58,27832.39913166908800,688.330363188399400,113,1,Enviada
584,116,20,2016-08-19 05:53:28.933,0.0110,120502.2861926229700,201967.42,81465.13380737705000,2367.911847044717000,75,6,Em análise
585,371,82,2020-01-15 11:32:42.142,0.0121,172633.8167933164000,226552.90,53919.08320668361600,9770.074859907905000,20,5,Enviada
586,66,52,2020-07-13 15:48:51.450,0.0186,104056.0765625528300,137054.65,32998.57343744716000,2794.634667552820000,64,4,Validação documentos
587,45,5,2013-08-21 00:05:58.561,0.0092,74535.7893633972300,114991.45,40455.66063660277000,2940.027669076836400,29,4,Enviada
588,258,86,2010-12-23 06:03:00.269,0.0246,19938.3221456284850,36259.03,16320.70785437151400,577.195601145429000,78,4,Enviada
589,464,31,2011-02-18 03:07:36.027,0.0228,39019.5489664600300,57314.83,18295.28103353996600,1521.044809156406700,39,1,Validação documentos
590,298,3,2014-11-05 07:21:33.621,0.0241,103261.0852392841500,157596.38,54335.29476071586000,5716.368421913722000,24,5,Enviada
591,949,8,2014-09-01 06:08:21.362,0.0156,61355.0320251792600,79813.11,18458.07797482074000,1582.145515556037500,60,0,Enviada
592,851,27,2010-03-28 12:22:55.236,0.0242,197157.5918944012000,242201.60,45044.00810559879000,10305.593259656018000,26,2,Em análise
593,762,32,2013-05-02 19:13:45.612,0.0219,113715.4739713955200,164320.19,50604.71602860447500,3210.460569569004000,69,2,Enviada
594,849,13,2013-04-02 23:01:46.678,0.0229,81342.1247073054400,133991.07,52648.94529269457000,2048.572616298414700,106,3,Enviada
595,641,10,2014-02-05 03:31:13.775,0.0171,56720.1055685916800,86570.42,29850.31443140832200,1356.827644952996000,74,6,Em análise
596,230,59,2011-10-16 04:28:33.291,0.0186,22856.7806178816650,35336.36,12479.57938211833600,647.470807579300300,58,4,Em análise
597,261,12,2011-03-23 22:02:55.228,0.0108,63419.7995989627800,91359.86,27940.06040103722000,1034.515254792055700,101,0,Aprovada
598,219,83,2016-11-03 00:42:07.581,0.0228,74531.0937181144500,139170.16,64639.06628188554000,2486.981896916715400,51,1,Enviada
599,904,55,2014-06-30 13:06:30.377,0.0152,156268.0690721121000,214792.78,58524.71092788791400,3134.376173611851300,94,5,Aprovada
600,843,32,2012-05-14 20:00:21.920,0.0162,189864.4490397736400,241722.46,51858.01096022636000,3629.515309191916000,117,3,Enviada
601,819,43,2020-10-10 06:12:01.230,0.0140,194747.6496533232000,231677.16,36929.51034667680500,99423.413298385090000,2,0,Aprovada
602,502,12,2014-11-07 12:30:34.509,0.0205,138210.9928169239400,248652.70,110441.70718307605000,29365.188004383956000,5,0,Enviada
603,476,40,2022-01-12 12:31:20.514,0.0238,165331.8442387723000,198186.14,32854.29576122772400,4203.059030593256000,117,5,Validação documentos
604,783,69,2022-03-07 21:36:52.969,0.0124,121789.5490663654200,233913.73,112124.18093363459000,3957.480629679396800,39,5,Enviada
605,535,33,2014-01-03 20:30:44.359,0.0132,71051.3642872897900,105763.34,34711.97571271020000,2297.730830410016000,40,2,Em análise
606,148,84,2018-09-17 06:19:32.165,0.0098,40251.6197176425600,60956.54,20704.92028235744000,937.391956403563300,56,4,Aprovada
607,797,61,2018-09-19 08:33:46.201,0.0135,23823.3291160597800,42010.00,18186.67088394022000,649.265517387934100,51,2,Validação documentos
608,408,46,2020-03-04 17:22:24.475,0.0196,14782.1865891541710,25945.13,11162.94341084583000,362.016644217036740,83,6,Aprovada
609,410,20,2011-04-14 10:38:44.782,0.0175,35921.1745194729600,69580.92,33659.74548052704000,847.670039660748900,78,5,Validação documentos
610,668,18,2018-12-30 23:27:08.088,0.0161,116102.3072693750700,188815.86,72713.55273062491000,2451.569720973919000,90,1,Validação documentos
611,547,84,2021-08-02 02:22:17.396,0.0105,137475.7892672313000,216082.88,78607.09073276869000,4950.895735057536000,33,5,Em análise
612,386,61,2021-10-25 01:27:30.717,0.0177,136516.4729645825000,171502.55,34986.07703541750000,2751.452927454840000,120,4,Em análise
613,611,70,2011-07-13 08:20:03.995,0.0093,116303.7960248623400,143489.98,27186.18397513767200,4737.141272284247000,28,4,Aprovada
614,42,84,2022-07-11 01:35:15.309,0.0157,79591.3484180425900,130278.94,50687.59158195741000,8662.459078036630000,10,3,Aprovada
615,473,13,2015-04-22 08:41:12.752,0.0219,67669.4367774664300,85472.16,17802.72322253358000,2021.056720469441000,61,0,Em análise
616,479,5,2015-01-05 21:40:36.088,0.0246,148571.7489721547500,217922.44,69350.69102784524000,3998.335773658258400,101,2,Aprovada
617,141,64,2010-12-01 04:26:18.214,0.0245,39208.8217609740000,73552.87,34344.04823902599000,1236.276168722815800,62,2,Validação documentos
618,276,11,2015-05-01 18:16:44.915,0.0139,8155.9890689665270,12060.78,3904.79093103347350,690.112655788836200,13,3,Aprovada
619,195,45,2013-03-05 16:50:59.012,0.0112,47071.4897678727400,72242.81,25171.32023212726000,1002.570994697354400,67,3,Em análise
620,953,34,2019-07-22 19:39:52.515,0.0094,114167.8882394477600,206700.01,92532.12176055225000,1776.887154123009200,99,3,Aprovada
621,945,4,2010-01-15 18:46:22.405,0.0211,31778.7217933545870,41938.67,10159.94820664541100,770.029471920286300,98,5,Em análise
622,986,2,2020-03-06 19:09:41.564,0.0124,16014.7250531201570,29485.53,13470.80494687984200,264.224591869005900,113,6,Em análise
623,991,96,2014-11-18 06:30:55.663,0.0102,191241.7853044438000,234143.75,42901.96469555620000,3193.354775036896600,93,1,Validação documentos
624,525,35,2019-03-13 08:46:57.132,0.0244,136072.6117028707000,246822.51,110749.89829712932000,3869.187204862092600,81,6,Enviada
625,424,37,2019-11-12 16:46:15.248,0.0197,17791.4840612502120,29936.42,12144.93593874978600,3173.024184871223000,6,6,Em análise
626,562,57,2014-07-19 12:31:56.005,0.0144,189901.3577638340000,228595.38,38694.02223616600000,9414.722220816431000,24,6,Enviada
627,650,82,2020-11-25 16:47:17.485,0.0215,148315.7959641402000,210786.51,62470.71403585980400,5109.156022402449000,46,0,Validação documentos
628,29,60,2016-01-11 12:01:55.936,0.0211,74060.5378881168700,92431.98,18371.44211188312000,1830.818799462236300,92,5,Aprovada
629,331,57,2018-01-26 08:19:32.796,0.0190,171584.4921162625000,208912.64,37328.14788373750000,4515.824602902047000,68,2,Em análise
630,455,38,2018-11-16 01:03:42.826,0.0178,91868.8591485327000,146053.03,54184.17085146729400,2578.459229776633000,57,4,Em análise
631,585,71,2020-08-25 02:47:14.604,0.0083,39923.4220047931740,57130.57,17207.14799520683000,2079.467092862336000,21,5,Enviada
632,373,36,2014-12-18 05:29:14.935,0.0141,196880.4360825589400,237526.30,40645.86391744106400,3547.021468196669500,109,3,Enviada
633,668,38,2017-11-15 11:32:05.066,0.0188,107532.8008092979600,202670.54,95137.73919070205000,28158.476189328940000,4,0,Aprovada
634,300,15,2015-09-28 20:45:07.829,0.0195,184639.5234994507000,219029.40,34389.87650054930000,5560.087833125212500,54,3,Aprovada
635,295,28,2012-11-14 02:34:42.784,0.0213,41560.7793764604650,76111.24,34550.46062353954000,971.287411826893300,115,6,Em análise
636,733,95,2010-07-19 01:03:50.474,0.0097,45256.0101662549100,89728.01,44471.99983374508000,1977.707711223670700,26,2,Em análise
637,631,60,2022-12-18 05:17:15.527,0.0122,113519.9116818359000,188915.57,75395.65831816410000,3187.915789307008700,47,1,Aprovada
638,87,43,2020-02-18 19:25:38.466,0.0159,8018.9433847848090,10722.04,2703.09661521519200,230.688809086130760,51,1,Enviada
639,724,35,2018-08-23 11:06:30.732,0.0169,88370.5175196788200,168808.64,80438.12248032120000,7628.836281348996000,13,2,Validação documentos
640,538,92,2012-12-31 13:25:16.889,0.0176,11824.0604192390600,16147.77,4323.70958076093900,245.387792893371620,108,0,Aprovada
641,540,84,2012-08-08 01:46:42.085,0.0213,107986.8895408593200,177753.44,69766.55045914068000,2912.319529400640000,74,0,Em análise
642,69,60,2021-01-28 04:08:50.953,0.0208,149121.9709722651200,182222.66,33100.68902773487000,3401.420079778898500,118,3,Enviada
643,13,73,2016-02-15 01:54:40.936,0.0144,24284.6709572530800,34168.36,9883.68904274691700,442.921504765207100,109,6,Enviada
644,899,71,2012-02-08 22:55:57.642,0.0085,79906.2865975107400,120582.52,40676.23340248926000,4361.448992627663000,20,2,Validação documentos
645,372,65,2012-11-19 16:59:09.395,0.0169,57868.5749235116400,83007.92,25139.34507648835600,2540.725645057092600,29,0,Enviada
646,507,42,2010-03-31 06:57:42.915,0.0198,73607.1021100668300,142624.82,69017.71788993318000,37900.188277025800000,2,0,Em análise
647,531,60,2011-07-11 19:34:51.776,0.0084,39819.6400597080800,75076.56,35256.91994029192000,662.700308356691400,84,6,Enviada
648,123,80,2018-08-28 07:56:06.856,0.0235,81966.0036375140600,158148.13,76182.12636248594000,2720.522913522167500,53,3,Enviada
649,460,79,2021-10-13 19:59:22.975,0.0148,127691.3705202391100,164176.89,36485.51947976089000,2549.761534521785000,92,5,Validação documentos
650,953,46,2011-02-14 14:51:35.076,0.0225,135119.1002993937000,241805.87,106686.76970060630000,5516.266334977579000,36,3,Validação documentos
651,788,82,2015-08-30 13:26:42.721,0.0240,9357.4539229859500,18288.96,8931.50607701405000,474.907156659974700,27,3,Enviada
652,671,19,2019-01-17 20:35:08.401,0.0107,118637.9767091603900,233518.72,114880.74329083961000,2132.328421040509000,85,6,Validação documentos
653,331,78,2015-05-20 01:27:29.336,0.0151,141709.3243637344300,187507.72,45798.39563626556600,2889.842625091830500,90,5,Enviada
654,231,45,2021-09-13 07:18:28.161,0.0096,58866.0995384442650,88442.49,29576.39046155574400,1536.333160922891500,48,1,Aprovada
655,851,28,2018-08-25 10:58:00.718,0.0113,3101.4892038924213,4701.84,1600.35079610757880,48.737397608798524,113,6,Aprovada
656,513,25,2017-10-04 05:03:18.644,0.0123,19263.3102707692670,36335.92,17072.60972923073000,751.145221188000800,31,1,Aprovada
657,450,81,2020-10-11 13:47:25.463,0.0249,144278.3306546176600,208794.97,64516.63934538234000,10043.218231285924000,18,5,Validação documentos
658,657,3,2013-05-03 00:02:14.110,0.0156,23269.2574014074500,41000.50,17731.24259859255000,480.461355385570200,91,0,Validação documentos
659,295,41,2010-05-06 22:29:18.045,0.0247,108952.1062840987400,166010.31,57058.20371590125400,111643.223309316220000,1,1,Aprovada
660,421,57,2019-04-18 14:00:15.717,0.0195,58493.7428639557840,95081.83,36588.08713604422000,1342.987385461444500,98,0,Em análise
661,69,3,2022-05-03 11:23:23.171,0.0220,108464.7214650836500,213280.48,104815.75853491636000,4564.018661496468000,34,0,Em análise
662,147,94,2020-07-23 13:49:02.974,0.0182,115342.1217592334100,163005.51,47663.38824076659500,11665.077760484520000,11,1,Validação documentos
663,696,60,2021-11-06 19:00:27.275,0.0158,122658.0900667527700,158420.97,35762.87993324722000,3006.286427051915000,66,2,Aprovada
664,764,98,2017-12-20 05:13:03.304,0.0098,33138.8795337831800,49885.32,16746.44046621681300,527.666380104543600,98,1,Aprovada
665,827,46,2021-01-14 09:19:07.707,0.0109,14447.7579143084220,20493.14,6045.38208569157600,217.288978510984980,119,3,Em análise
666,668,70,2022-02-22 11:09:07.205,0.0113,153295.4738315967300,222274.40,68978.92616840328000,3307.962829429743000,66,5,Em análise
667,199,81,2019-10-24 03:06:20.310,0.0245,116337.6678421986000,166528.43,50190.76215780139000,3075.501699905862600,108,6,Validação documentos
668,274,61,2018-05-28 21:14:24.842,0.0241,66402.2830111411900,81663.09,15260.80698885880700,2645.317074081137400,39,4,Em análise
669,237,1,2011-05-12 13:24:05.468,0.0086,132882.0671396298300,172633.95,39751.88286037018400,1779.677606061989000,120,0,Aprovada
670,952,34,2016-09-13 06:29:02.158,0.0203,55942.4283107339360,78276.08,22333.65168926606600,1263.444946810863300,114,2,Validação documentos
671,82,48,2014-10-02 13:40:54.167,0.0173,84166.6733334998700,105033.45,20866.77666650012000,1860.304677209116000,89,5,Enviada
672,218,83,2014-03-14 23:15:17.948,0.0092,95141.1776723649200,129420.05,34278.87232763507000,1331.256378681403500,117,5,Aprovada
673,172,1,2010-06-25 04:57:17.431,0.0132,68563.8143960995400,130335.20,61771.38560390045000,1158.014705626756500,116,6,Em análise
674,6,73,2019-05-13 12:49:10.228,0.0119,94886.5611451794700,141233.70,46347.13885482053600,9254.090842573760000,11,2,Aprovada
675,994,84,2019-05-25 20:55:06.699,0.0134,67855.2397033180500,101271.20,33415.96029668196000,1985.713510039062800,46,0,Aprovada
676,396,11,2012-06-21 21:27:38.963,0.0204,48042.2760319756340,59432.20,11389.92396802436300,3215.801812613679000,18,6,Aprovada
677,719,75,2022-08-28 09:01:02.300,0.0153,51404.5528477501140,65741.70,14337.14715224988300,2411.237268395821500,26,6,Em análise
678,717,93,2016-11-17 01:55:36.447,0.0170,40083.0106651480200,58934.43,18851.41933485198000,1863.600933919645300,27,4,Validação documentos
679,345,36,2010-06-07 05:57:37.270,0.0101,25533.2612308965250,48803.79,23270.52876910347500,576.559832868527500,59,0,Enviada
680,512,95,2013-02-20 20:28:13.556,0.0189,78253.1310983359300,99736.13,21482.99890166408000,2561.535591568021600,46,5,Em análise
681,678,64,2022-03-23 01:35:49.051,0.0151,109362.6661106493300,180718.53,71355.86388935067000,4136.283090979660000,34,0,Em análise
682,907,33,2022-04-06 00:01:47.027,0.0249,41319.0194741392840,48847.60,7528.58052586071300,1266.711712025188500,68,6,Enviada
683,240,12,2015-09-29 08:22:43.425,0.0162,85108.9842555608000,165862.62,80753.63574443919000,5240.016664579895000,19,0,Enviada
684,31,90,2015-07-17 16:02:06.320,0.0248,107123.6620598910500,149744.62,42620.95794010894000,2864.990011059613000,107,4,Validação documentos
685,792,33,2022-01-17 18:59:30.594,0.0161,63966.5806847679700,124825.08,60858.49931523203000,1240.566518692112400,111,4,Enviada
686,363,34,2019-04-10 19:11:32.501,0.0246,203839.7632301170000,239886.32,36046.55676988300000,6202.632439954739000,68,0,Validação documentos
687,462,71,2021-01-19 05:21:12.833,0.0124,55779.4029433947140,105127.25,49347.84705660528600,1323.477171477988100,60,6,Validação documentos
688,139,70,2020-10-26 03:23:20.355,0.0085,13891.5794692926770,22764.13,8872.55053070732400,342.201814043266900,50,5,Em análise
689,366,14,2021-08-28 04:34:27.857,0.0219,20785.1232107697250,37614.90,16829.77678923027600,712.630368197555200,47,4,Em análise
690,938,7,2014-03-01 20:15:09.617,0.0165,77030.4074037606500,145278.13,68247.72259623936000,2476.212791720045000,44,4,Aprovada
691,544,10,2014-01-08 08:42:11.812,0.0250,98357.1530539456700,168273.93,69916.77694605432000,3096.527779656802500,64,6,Enviada
692,941,54,2014-11-13 00:46:57.369,0.0187,172298.1155536577000,231560.83,59262.71444634229000,16162.643469856510000,12,2,Validação documentos
693,268,9,2012-04-25 07:41:51.341,0.0203,188440.9549873145300,221807.66,33366.70501268549000,4886.195134451481000,76,4,Validação documentos
694,480,52,2020-03-01 18:42:58.157,0.0231,44089.4578373267400,58345.17,14255.71216267325500,1120.311523069827200,105,3,Enviada
695,820,24,2015-08-19 12:32:18.304,0.0232,66192.8785377895400,96105.51,29912.63146221046200,1699.485892317919300,102,5,Enviada
696,13,78,2012-03-23 06:47:10.742,0.0151,119441.8638338923500,210860.86,91418.99616610764000,2634.374655580696000,77,2,Aprovada
697,357,63,2018-12-05 14:16:17.518,0.0108,91546.5695077497000,149993.61,58447.04049225028600,1888.782349266515000,69,0,Enviada
698,331,75,2013-12-13 15:41:11.218,0.0156,141854.2941645371000,244081.17,102226.87583546292000,2755.281559508848000,105,3,Aprovada
699,41,75,2017-02-10 17:34:28.215,0.0198,3363.9007516959340,4764.85,1400.94924830406630,166.777365314635800,26,0,Validação documentos
700,507,74,2022-08-25 14:13:38.366,0.0168,37467.7188471977060,57693.32,20225.60115280229400,1211.513415462206200,44,1,Validação documentos
701,652,58,2011-10-19 12:18:51.658,0.0232,54930.9243668783600,86736.20,31805.27563312163300,1523.213770132531900,79,3,Em análise
702,535,43,2019-11-05 22:59:26.001,0.0238,949.5093863725857,1603.40,653.89061362741440,28.853054745963767,65,0,Validação documentos
703,674,57,2010-05-01 20:16:01.497,0.0089,189217.3810726980000,246256.75,57039.36892730201000,3846.370984364948500,65,6,Aprovada
704,546,58,2017-03-10 14:52:57.253,0.0228,83735.3322490273300,134008.84,50273.50775097267600,4568.843044617716000,24,3,Enviada
705,317,7,2021-11-23 22:25:31.233,0.0145,149179.1738099504700,187149.38,37970.20619004955000,9475.880140615644000,18,1,Validação documentos
706,563,12,2010-08-04 18:07:28.670,0.0243,97983.6733262768400,132086.49,34102.81667372315000,3801.503512522042000,41,4,Aprovada
707,873,97,2014-07-19 13:29:22.874,0.0187,145720.8643785547500,242373.47,96652.60562144525000,148445.844542434200000,1,5,Validação documentos
708,956,38,2015-01-25 15:49:11.647,0.0109,97637.0920439875300,116183.02,18545.92795601246300,1550.222859460244300,107,5,Validação documentos
709,856,85,2017-04-12 08:43:51.157,0.0146,50978.7677128270950,91190.24,40211.47228717291000,964.099435856494900,102,2,Em análise
710,66,70,2018-01-28 17:40:32.184,0.0241,140088.6673552474200,167549.25,27460.58264475258000,3586.994420895587000,119,4,Aprovada
711,301,15,2010-02-13 09:29:41.528,0.0192,89657.0567927399000,156311.86,66654.80320726009000,2576.426444027351000,58,1,Enviada
712,403,79,2017-09-21 08:48:07.209,0.0148,92513.0193916248700,158232.23,65719.21060837514000,2441.639942352920000,56,2,Em análise
713,408,54,2016-05-09 02:33:47.471,0.0162,9621.2375082275870,16604.72,6983.48249177241450,387.674662745342350,32,0,Validação documentos
714,661,64,2022-02-28 05:57:14.884,0.0171,20366.7685832933020,30108.12,9741.35141670669700,617.167540612812700,49,0,Enviada
715,193,33,2012-09-17 14:06:12.933,0.0141,175527.8482343805400,217042.85,41515.00176561947000,4915.941469798355000,50,5,Em análise
